14,Lily Code,Lily,Lily Lily Code,1,lilyc@wideworldimporters.com,0,CDF7EE2DB6B94C9BCF2D003E37354081BCD53D7B983F1412729D3BC1E4F89876,1,1,1,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,lilyc@wideworldimporters.com,,,,1,2013-01-01 00:00:00.0000000,2013-01-01 08:00:00.0000000
4,Isabella Rupp,Isabella,Isabella Isabella Rupp,1,isabellar@wideworldimporters.com,0,103F430C7223CB5ED13B2B81FD12FB319F30183B40C710AF3483FF05F9AD9ADA,1,1,0,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,isabellar@wideworldimporters.com,,,,1,2013-01-01 00:00:00.0000000,2013-01-01 08:00:00.0000000
11,Ethan Onslow,Ethan,Ethan Ethan Onslow,1,ethano@wideworldimporters.com,0,0262CB682AAB27829029D4A770104AD2258E08FFEFF7D0CF593E70B8690FB5E1,1,1,0,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,ethano@wideworldimporters.com,,,,1,2013-01-01 00:00:00.0000000,2013-01-04 08:00:00.0000000
7,Amy Trefl,Amy,Amy Amy Trefl,1,amyt@wideworldimporters.com,0,944BE96E379CF7576ECE86DFFF37DCE0AEBF082521F242165A6648DCEDE2D8D0,1,1,1,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,amyt@wideworldimporters.com,,,,1,2013-01-01 00:00:00.0000000,2013-01-05 08:00:00.0000000
19,Jai Shand,Jai,Jai Jai Shand,1,jais@wideworldimporters.com,0,385006DE5AEBEACCF61F230EB84F2DBAD838E3145015A0415CAFBA3CDD84E4F3,1,1,0,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,jais@wideworldimporters.com,,,,1,2013-01-01 00:00:00.0000000,2013-01-06 08:00:00.0000000
8,Anthony Grosse,Anthony,Anthony Anthony Grosse,1,anthonyg@wideworldimporters.com,0,6A3DC5501EE5118A28779CA573D3D320FBDF057F1D0042A2B31C09F15DD34089,1,1,1,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,anthonyg@wideworldimporters.com,,,,1,2013-01-01 00:00:00.0000000,2013-01-09 08:00:00.0000000
2038,Stanislav Zeman,Stanislav,Stanislav Stanislav Zeman,0,NO LOGON,0,,0,0,0,,(239) 555-0100,(239) 555-0101,stanislav@wingtiptoys.com,,,,1,2013-01-01 00:00:00.0000000,2013-01-09 08:10:00.0000000
15,Taj Shand,Taj,Taj Taj Shand,1,tajs@wideworldimporters.com,0,816BAFE08EFE7672B35BC077589C0D2372E6A8D8A1E78C2F0C2DE315E1136E7D,1,1,1,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,tajs@wideworldimporters.com,,,,1,2013-01-01 00:00:00.0000000,2013-01-11 08:00:00.0000000
13,Hudson Hollinworth,Hudson,Hudson Hudson Hollinworth,1,hudsonh@wideworldimporters.com,0,57CDBF352E140B8D52496400682CA4E8B24BB044488ECC9CE9D31D35AE51C96F,1,1,1,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,hudsonh@wideworldimporters.com,,,,1,2013-01-01 00:00:00.0000000,2013-01-11 08:00:00.0000000
20,Jack Potter,Jack,Jack Jack Potter,1,jackp@wideworldimporters.com,0,D13627F11FCCD9C9C0BFDEF0D8C1012BF4E34126BA1D120EA950C564F86C6BDE,1,1,1,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,jackp@wideworldimporters.com,,,,1,2013-01-01 00:00:00.0000000,2013-01-14 08:00:00.0000000
15,Taj Shand,Taj,Taj Taj Shand,1,tajs@wideworldimporters.com,0,9AEFEEC0DBB0EA6B25F0EB99C62C724F18428D45799DCD8A7B63B859B0F8FCB4,1,1,1,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,tajs@wideworldimporters.com,,,,1,2013-01-11 08:00:00.0000000,2013-01-16 08:00:00.0000000
13,Hudson Hollinworth,Hudson,Hudson Hudson Hollinworth,1,hudsonh@wideworldimporters.com,0,4AC0A24180C54F425AC88CA33B62136A37B6AAA1943BEA14FC34E228ECCC35C4,1,1,1,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,hudsonh@wideworldimporters.com,,,,1,2013-01-11 08:00:00.0000000,2013-01-17 08:00:00.0000000
17,Piper Koch,Piper,Piper Piper Koch,1,piperk@wideworldimporters.com,0,DEB8C639CC07A649974AEE04C63CE0BC19026E07039FF0070689A7A9EDB11359,1,1,0,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,piperk@wideworldimporters.com,,,,1,2013-01-01 00:00:00.0000000,2013-01-19 08:00:00.0000000
14,Lily Code,Lily,Lily Lily Code,1,lilyc@wideworldimporters.com,0,D00658893B3F96277088B3C71DCFBF4DF6E3947EEDBF0C8DA285EFD5C7D4BADD,1,1,1,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,lilyc@wideworldimporters.com,,,,1,2013-01-01 08:00:00.0000000,2013-01-19 08:00:00.0000000
2291,Debraj Sanyal,Debraj,Debraj Debraj Sanyal,0,NO LOGON,0,,0,0,0,,(239) 555-0100,(239) 555-0101,debraj@wingtiptoys.com,,,,1,2013-01-01 00:00:00.0000000,2013-01-20 08:10:00.0000000
11,Ethan Onslow,Ethan,Ethan Ethan Onslow,1,ethano@wideworldimporters.com,0,D70F37F5C019499959DDF987E5343B957FEB58959A0270E06919D47F2E84D409,1,1,0,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,ethano@wideworldimporters.com,,,,1,2013-01-04 08:00:00.0000000,2013-01-21 08:00:00.0000000
19,Jai Shand,Jai,Jai Jai Shand,1,jais@wideworldimporters.com,0,84901D360414CD9127E1B83A9F9E7C6B940AA8BD888699388C9FA465DBD297DA,1,1,0,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,jais@wideworldimporters.com,,,,1,2013-01-06 08:00:00.0000000,2013-01-21 08:00:00.0000000
7,Amy Trefl,Amy,Amy Amy Trefl,1,amyt@wideworldimporters.com,0,7A92BBEA830C5ED027DCC1D710130EED9EA50FB3E6D5F793DDEFC4B50215033F,1,1,1,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,amyt@wideworldimporters.com,,,,1,2013-01-05 08:00:00.0000000,2013-01-22 08:00:00.0000000
15,Taj Shand,Taj,Taj Taj Shand,1,tajs@wideworldimporters.com,0,9AEFEEC0DBB0EA6B25F0EB99C62C724F18428D45799DCD8A7B63B859B0F8FCB4,1,1,1,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,tajs@wideworldimporters.com,,,,1,2013-01-16 08:00:00.0000000,2013-01-22 08:00:00.0000000
11,Ethan Onslow,Ethan,Ethan Ethan Onslow,1,ethano@wideworldimporters.com,0,D70F37F5C019499959DDF987E5343B957FEB58959A0270E06919D47F2E84D409,1,1,0,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,ethano@wideworldimporters.com,,,,1,2013-01-21 08:00:00.0000000,2013-01-26 08:00:00.0000000
1358,Priya kaushal,Priya,Priya Priya kaushal,0,NO LOGON,0,,0,0,0,,(319) 555-0100,(319) 555-0101,priya@tailspintoys.com,,,,1,2013-01-01 00:00:00.0000000,2013-01-29 08:10:00.0000000
3,Hudson Onslow,Hudson,Hudson Hudson Onslow,1,hudsono@wideworldimporters.com,0,FCA9E8036F1D1FAE2C227DF6545FD5B86964137321530735A2A7ACF68652E52B,1,1,1,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,hudsono@wideworldimporters.com,,,,1,2013-01-01 00:00:00.0000000,2013-01-30 08:00:00.0000000
20,Jack Potter,Jack,Jack Jack Potter,1,jackp@wideworldimporters.com,0,8024E8041C1F5BD98FE46983F98C2F5E53E2CD75BF4A6EF6AC13A299F10F714A,1,1,1,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,jackp@wideworldimporters.com,,,,1,2013-01-14 08:00:00.0000000,2013-01-31 08:00:00.0000000
3191,Valter Viiding,Valter,Valter Valter Viiding,0,NO LOGON,0,,0,0,0,,(216) 555-0100,(216) 555-0101,valter@example.com,,,,1,2013-01-01 00:00:00.0000000,2013-02-02 08:10:00.0000000
13,Hudson Hollinworth,Hudson,Hudson Hudson Hollinworth,1,hudsonh@wideworldimporters.com,0,4AC0A24180C54F425AC88CA33B62136A37B6AAA1943BEA14FC34E228ECCC35C4,1,1,1,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(415) 555-0102,(415) 555-0103,hudsonh@wideworldimporters.com,,,,1,2013-01-17 08:00:00.0000000,2013-02-08 08:00:00.0000000
3191,Valter Viiding,Valter,Valter Valter Viiding,1,valter@example.com,0,820FC0FC69CADC42CEE2C095373D2B5C18D7D8C5CB0A557F7E3A76A5915CF5B9,0,0,0,{ "theme": "defaultblue", "layout": "default", "dateformat": "m/d/yy", "timezoneoffset": "-8", "favoritesondashboard": "true" },(216) 555-0100,(216) 555-0101,valter@example.com,,,,1,2013-02-02 08:10:00.0000000,2013-02-08 08:00:00.0000000
